datetime,open,high,low,close,atr_pct,confluence,regime,signal,entry_price,exit_price,exit_time,movement_pct,result
2024-12-24 03:30:00,1.03951,1.03968,1.03945,1.03948,0.0348,2,DOWN,BUY (BULLISH),1.03948,1.039583948,2024-12-24 04:30:00,0.02,WIN ✅ (+0.01%)
2024-12-24 03:45:00,1.03948,1.03951,1.03883,1.03904,0.0372,0,DOWN,HOLD,,,,,
2024-12-24 04:00:00,1.03904,1.03929,1.03904,1.03923,0.0375,0,DOWN,HOLD,,,,,
2024-12-24 04:15:00,1.03923,1.03953,1.03909,1.03951,0.039,0,DOWN,HOLD,,,,,
2024-12-24 04:30:00,1.03951,1.03966,1.03943,1.0396,0.0372,0,DOWN,HOLD,,,,,
2024-12-24 04:45:00,1.0396,1.03962,1.03942,1.03961,0.0368,1,DOWN,HOLD,,,,,
2024-12-24 05:00:00,1.03961,1.03972,1.03938,1.03939,0.0377,0,DOWN,HOLD,,,,,
2024-12-24 05:15:00,1.03939,1.03959,1.03933,1.03942,0.0374,1,DOWN,HOLD,,,,,
2024-12-24 05:30:00,1.03942,1.03953,1.03936,1.03946,0.0343,1,DOWN,HOLD,,,,,
2024-12-24 05:45:00,1.03946,1.03969,1.03942,1.03966,0.0324,0,DOWN,HOLD,,,,,
2024-12-24 06:00:00,1.03966,1.03981,1.03954,1.03965,0.0297,1,DOWN,HOLD,,,,,
2024-12-24 06:15:00,1.03963,1.03965,1.03921,1.03958,0.0309,1,DOWN,HOLD,,,,,
2024-12-24 06:30:00,1.03958,1.03968,1.03927,1.03962,0.0303,1,DOWN,HOLD,,,,,
2024-12-24 06:45:00,1.03962,1.03971,1.03939,1.03957,0.031,1,DOWN,HOLD,,,,,
2024-12-24 07:00:00,1.03957,1.03981,1.03942,1.03947,0.0321,0,DOWN,HOLD,,,,,
2024-12-24 07:15:00,1.03947,1.03979,1.0393,1.03972,0.0308,0,DOWN,HOLD,,,,,
2024-12-24 07:30:00,1.03972,1.03974,1.03922,1.03936,0.0326,0,DOWN,HOLD,,,,,
2024-12-24 07:45:00,1.03936,1.03946,1.039,1.03902,0.0328,0,DOWN,HOLD,,,,,
2024-12-24 08:00:00,1.03904,1.03951,1.03897,1.03934,0.0349,0,DOWN,HOLD,,,,,
2024-12-24 08:15:00,1.03934,1.03969,1.03929,1.03963,0.0363,0,DOWN,HOLD,,,,,
2024-12-24 08:30:00,1.03964,1.04052,1.03964,1.04014,0.04,0,DOWN,HOLD,,,,,
2024-12-24 08:45:00,1.04014,1.04015,1.03916,1.0395,0.0451,0,DOWN,HOLD,,,,,
2024-12-24 09:00:00,1.03949,1.03975,1.03931,1.03969,0.0469,0,DOWN,HOLD,,,,,
2024-12-24 09:15:00,1.03969,1.03984,1.03949,1.03955,0.0475,0,DOWN,HOLD,,,,,
2024-12-24 09:30:00,1.03954,1.03979,1.03936,1.03946,0.0486,1,DOWN,HOLD,,,,,
2024-12-24 09:45:00,1.03946,1.03946,1.03898,1.03918,0.0489,0,DOWN,HOLD,,,,,
2024-12-24 10:00:00,1.03917,1.03938,1.03887,1.03932,0.0496,1,DOWN,HOLD,,,,,
2024-12-24 10:15:00,1.03932,1.03964,1.03918,1.03939,0.0505,1,DOWN,HOLD,,,,,
2024-12-24 10:30:00,1.03938,1.03939,1.03902,1.03915,0.0504,0,DOWN,HOLD,,,,,
