<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.11	02:00:00	1.17626	1.17653	1.17625	1.17637	321	0	6
2026.05.11	02:15:00	1.17637	1.17652	1.17635	1.17649	246	0	6
2026.05.11	02:30:00	1.17649	1.17660	1.17614	1.17614	314	0	6
2026.05.11	02:45:00	1.17614	1.17621	1.17587	1.17590	318	0	6
2026.05.11	03:00:00	1.17590	1.17590	1.17567	1.17586	354	0	6
2026.05.11	03:15:00	1.17586	1.17589	1.17566	1.17569	226	0	6
2026.05.11	03:30:00	1.17569	1.17588	1.17566	1.17585	162	0	6
2026.05.11	03:45:00	1.17584	1.17588	1.17559	1.17563	322	0	6
2026.05.11	04:00:00	1.17563	1.17571	1.17541	1.17551	282	0	6
2026.05.11	04:15:00	1.17551	1.17554	1.17541	1.17541	98	0	6
2026.05.11	04:30:00	1.17541	1.17544	1.17517	1.17521	161	0	6
2026.05.11	04:45:00	1.17521	1.17532	1.17499	1.17501	190	0	6
2026.05.11	05:00:00	1.17501	1.17544	1.17499	1.17537	242	0	6
2026.05.11	05:15:00	1.17537	1.17541	1.17521	1.17521	195	0	6
2026.05.11	05:30:00	1.17521	1.17530	1.17504	1.17507	317	0	6
2026.05.11	05:45:00	1.17507	1.17512	1.17484	1.17497	412	0	6
2026.05.11	06:00:00	1.17497	1.17579	1.17497	1.17573	690	0	6
2026.05.11	06:15:00	1.17573	1.17590	1.17545	1.17588	497	0	6
2026.05.11	06:30:00	1.17588	1.17623	1.17585	1.17616	531	0	6
2026.05.11	06:45:00	1.17616	1.17678	1.17608	1.17673	529	0	6
2026.05.11	07:00:00	1.17673	1.17686	1.17643	1.17671	814	0	6
2026.05.11	07:15:00	1.17671	1.17744	1.17670	1.17710	686	0	6
2026.05.11	07:30:00	1.17710	1.17719	1.17669	1.17709	676	0	6
2026.05.11	07:45:00	1.17709	1.17720	1.17679	1.17718	474	0	6
2026.05.11	08:00:00	1.17718	1.17761	1.17712	1.17756	689	0	6
2026.05.11	08:15:00	1.17756	1.17819	1.17756	1.17796	1049	0	6
2026.05.11	08:30:00	1.17796	1.17810	1.17750	1.17750	834	0	7
2026.05.11	08:45:00	1.17751	1.17756	1.17709	1.17710	1046	0	7
2026.05.11	09:00:00	1.17710	1.17742	1.17706	1.17729	743	0	7
2026.05.11	09:15:00	1.17730	1.17735	1.17703	1.17706	857	0	7
2026.05.11	09:30:00	1.17706	1.17727	1.17691	1.17702	871	0	7
2026.05.11	09:45:00	1.17705	1.17711	1.17670	1.17670	953	0	7
2026.05.11	10:00:00	1.17670	1.17672	1.17642	1.17669	740	0	7
2026.05.11	10:15:00	1.17670	1.17684	1.17654	1.17676	677	0	7
2026.05.11	10:30:00	1.17676	1.17713	1.17661	1.17711	1090	0	7
2026.05.11	10:45:00	1.17712	1.17738	1.17685	1.17687	1217	0	7
2026.05.11	11:00:00	1.17691	1.17734	1.17685	1.17733	1270	0	7
2026.05.11	11:15:00	1.17731	1.17743	1.17715	1.17738	852	0	7
2026.05.11	11:30:00	1.17738	1.17743	1.17714	1.17720	869	0	7
2026.05.11	11:45:00	1.17721	1.17739	1.17631	1.17680	1249	0	7
2026.05.11	12:00:00	1.17683	1.17685	1.17641	1.17664	1168	0	7
2026.05.11	12:15:00	1.17666	1.17743	1.17641	1.17715	1304	0	7
2026.05.11	12:30:00	1.17715	1.17742	1.17684	1.17727	1313	0	7
2026.05.11	12:45:00	1.17727	1.17741	1.17675	1.17740	1396	0	7
2026.05.11	13:00:00	1.17741	1.17851	1.17739	1.17830	1446	0	7
2026.05.11	13:15:00	1.17831	1.17845	1.17794	1.17831	1182	0	7
2026.05.11	13:30:00	1.17834	1.17860	1.17787	1.17859	1626	0	7
2026.05.11	13:45:00	1.17859	1.17875	1.17842	1.17850	1493	0	7
2026.05.11	14:00:00	1.17850	1.17860	1.17794	1.17852	1329	0	7
2026.05.11	14:15:00	1.17851	1.17873	1.17842	1.17853	1381	0	7
2026.05.11	14:30:00	1.17852	1.17876	1.17804	1.17866	1887	0	7
2026.05.11	14:45:00	1.17865	1.17866	1.17786	1.17792	2076	0	7
2026.05.11	15:00:00	1.17789	1.17831	1.17785	1.17808	1591	0	7
2026.05.11	15:15:00	1.17809	1.17850	1.17792	1.17810	1213	0	7
2026.05.11	15:30:00	1.17809	1.17826	1.17786	1.17793	1175	0	7
2026.05.11	15:45:00	1.17791	1.17814	1.17764	1.17795	1135	0	7
2026.05.11	16:00:00	1.17795	1.17801	1.17774	1.17790	910	0	7
2026.05.11	16:15:00	1.17789	1.17793	1.17755	1.17756	664	0	7
2026.05.11	16:30:00	1.17755	1.17787	1.17720	1.17751	1075	0	7
2026.05.11	16:45:00	1.17751	1.17766	1.17720	1.17729	1255	0	7
2026.05.11	17:00:00	1.17730	1.17745	1.17706	1.17745	906	0	7
2026.05.11	17:15:00	1.17744	1.17771	1.17742	1.17756	1065	0	7
2026.05.11	17:30:00	1.17755	1.17783	1.17754	1.17766	586	0	7
2026.05.11	17:45:00	1.17767	1.17783	1.17765	1.17777	829	0	7
2026.05.11	18:00:00	1.17777	1.17799	1.17775	1.17786	684	0	7
2026.05.11	18:15:00	1.17787	1.17801	1.17773	1.17790	657	0	7
2026.05.11	18:30:00	1.17790	1.17797	1.17756	1.17756	635	0	7
2026.05.11	18:45:00	1.17756	1.17764	1.17741	1.17746	859	0	7
2026.05.11	19:00:00	1.17745	1.17767	1.17740	1.17747	801	0	7
2026.05.11	19:15:00	1.17747	1.17765	1.17745	1.17752	535	0	7
2026.05.11	19:30:00	1.17753	1.17771	1.17748	1.17760	648	0	7
2026.05.11	19:45:00	1.17758	1.17775	1.17741	1.17770	783	0	7
2026.05.11	20:00:00	1.17770	1.17789	1.17733	1.17782	595	0	7
2026.05.11	20:15:00	1.17781	1.17809	1.17780	1.17801	324	0	7
2026.05.11	20:30:00	1.17803	1.17826	1.17803	1.17811	230	0	7
2026.05.11	20:45:00	1.17810	1.17821	1.17802	1.17815	346	0	7
2026.05.11	21:00:00	1.17781	1.17817	1.17751	1.17793	36	0	24
2026.05.11	21:15:00	1.17793	1.17821	1.17773	1.17807	80	0	24
2026.05.11	21:30:00	1.17807	1.17832	1.17789	1.17790	62	0	24
2026.05.11	21:45:00	1.17789	1.17844	1.17782	1.17826	89	0	24
2026.05.11	22:00:00	1.17824	1.17871	1.17804	1.17866	153	0	7
2026.05.11	22:15:00	1.17866	1.17875	1.17864	1.17867	197	0	7
2026.05.11	22:30:00	1.17866	1.17871	1.17862	1.17863	236	0	7
2026.05.11	22:45:00	1.17863	1.17865	1.17846	1.17848	134	0	7
2026.05.11	23:00:00	1.17850	1.17850	1.17840	1.17841	198	0	7
2026.05.11	23:15:00	1.17841	1.17843	1.17804	1.17805	93	0	7
2026.05.11	23:30:00	1.17805	1.17811	1.17775	1.17786	214	0	7
2026.05.11	23:45:00	1.17780	1.17801	1.17769	1.17781	447	0	7
2026.05.12	00:00:00	1.17781	1.17782	1.17735	1.17756	930	0	7
2026.05.12	00:15:00	1.17756	1.17769	1.17730	1.17747	715	0	7
2026.05.12	00:30:00	1.17746	1.17748	1.17716	1.17717	582	0	7
2026.05.12	00:45:00	1.17716	1.17733	1.17660	1.17667	827	0	7
2026.05.12	01:00:00	1.17668	1.17686	1.17636	1.17644	1007	0	7
2026.05.12	01:15:00	1.17644	1.17654	1.17611	1.17616	1014	0	7
2026.05.12	01:30:00	1.17616	1.17660	1.17573	1.17608	1539	0	7
2026.05.12	01:45:00	1.17606	1.17633	1.17591	1.17612	1117	0	7
2026.05.12	02:00:00	1.17612	1.17630	1.17605	1.17614	911	0	7
2026.05.12	02:15:00	1.17615	1.17618	1.17595	1.17608	608	0	7
2026.05.12	02:30:00	1.17607	1.17611	1.17590	1.17600	585	0	7
2026.05.12	02:45:00	1.17603	1.17642	1.17601	1.17622	778	0	7
2026.05.12	03:00:00	1.17621	1.17628	1.17575	1.17586	641	0	7
2026.05.12	03:15:00	1.17586	1.17590	1.17561	1.17566	439	0	7
2026.05.12	03:30:00	1.17566	1.17578	1.17563	1.17576	460	0	7
2026.05.12	03:45:00	1.17577	1.17578	1.17544	1.17559	556	0	7
2026.05.12	04:00:00	1.17560	1.17575	1.17552	1.17553	498	0	7
2026.05.12	04:15:00	1.17552	1.17573	1.17552	1.17556	305	0	7
2026.05.12	04:30:00	1.17556	1.17592	1.17556	1.17592	458	0	7
2026.05.12	04:45:00	1.17591	1.17593	1.17564	1.17568	623	0	7
2026.05.12	05:00:00	1.17569	1.17581	1.17522	1.17535	750	0	7
2026.05.12	05:15:00	1.17537	1.17557	1.17519	1.17546	691	0	7
2026.05.12	05:30:00	1.17546	1.17557	1.17531	1.17556	709	0	7
2026.05.12	05:45:00	1.17556	1.17673	1.17552	1.17615	1177	0	7
2026.05.12	06:00:00	1.17618	1.17650	1.17563	1.17572	1620	0	7
2026.05.12	06:15:00	1.17571	1.17582	1.17517	1.17547	1151	0	7
2026.05.12	06:30:00	1.17547	1.17586	1.17531	1.17546	1133	0	7
2026.05.12	06:45:00	1.17547	1.17550	1.17494	1.17500	1210	0	7
2026.05.12	07:00:00	1.17500	1.17502	1.17440	1.17467	1569	0	7
2026.05.12	07:15:00	1.17467	1.17531	1.17465	1.17493	1391	0	7
2026.05.12	07:30:00	1.17492	1.17502	1.17461	1.17461	1244	0	7
2026.05.12	07:45:00	1.17461	1.17475	1.17432	1.17475	1259	0	7
2026.05.12	08:00:00	1.17475	1.17482	1.17422	1.17436	1206	0	7
2026.05.12	08:15:00	1.17437	1.17500	1.17432	1.17468	1397	0	7
2026.05.12	08:30:00	1.17469	1.17474	1.17391	1.17418	1144	0	7
2026.05.12	08:45:00	1.17418	1.17479	1.17417	1.17441	1455	0	7
2026.05.12	09:00:00	1.17441	1.17476	1.17434	1.17458	1045	0	7
2026.05.12	09:15:00	1.17457	1.17472	1.17433	1.17455	881	0	7
2026.05.12	09:30:00	1.17456	1.17513	1.17449	1.17453	1656	0	7
2026.05.12	09:45:00	1.17453	1.17491	1.17441	1.17472	1079	0	7
2026.05.12	10:00:00	1.17472	1.17487	1.17451	1.17483	947	0	7
2026.05.12	10:15:00	1.17483	1.17483	1.17450	1.17479	919	0	7
2026.05.12	10:30:00	1.17482	1.17487	1.17442	1.17455	730	0	7
2026.05.12	10:45:00	1.17456	1.17461	1.17403	1.17405	881	0	7
2026.05.12	11:00:00	1.17405	1.17444	1.17346	1.17413	1479	0	7
2026.05.12	11:15:00	1.17413	1.17437	1.17401	1.17412	867	0	7
2026.05.12	11:30:00	1.17412	1.17473	1.17412	1.17461	1008	0	7
2026.05.12	11:45:00	1.17461	1.17478	1.17413	1.17435	1283	0	7
2026.05.12	12:00:00	1.17436	1.17441	1.17375	1.17415	1518	0	7
2026.05.12	12:15:00	1.17415	1.17437	1.17357	1.17357	1318	0	7
2026.05.12	12:30:00	1.17357	1.17472	1.17348	1.17468	1937	0	7
2026.05.12	12:45:00	1.17468	1.17497	1.17432	1.17473	1697	0	7
2026.05.12	13:00:00	1.17472	1.17497	1.17402	1.17402	1656	0	7
2026.05.12	13:15:00	1.17402	1.17404	1.17332	1.17392	1631	0	7
2026.05.12	13:30:00	1.17387	1.17423	1.17357	1.17367	2158	0	6
2026.05.12	13:45:00	1.17367	1.17388	1.17265	1.17297	2047	0	6
2026.05.12	14:00:00	1.17301	1.17352	1.17275	1.17347	2234	0	7
2026.05.12	14:15:00	1.17347	1.17356	1.17297	1.17329	1572	0	7
2026.05.12	14:30:00	1.17329	1.17347	1.17286	1.17325	1792	0	7
2026.05.12	14:45:00	1.17323	1.17358	1.17273	1.17356	2157	0	7
2026.05.12	15:00:00	1.17355	1.17363	1.17274	1.17276	2107	0	7
2026.05.12	15:15:00	1.17275	1.17288	1.17215	1.17238	1762	0	7
2026.05.12	15:30:00	1.17241	1.17318	1.17236	1.17311	1484	0	7
2026.05.12	15:45:00	1.17312	1.17333	1.17290	1.17317	1167	0	7
2026.05.12	16:00:00	1.17317	1.17371	1.17313	1.17367	1442	0	7
2026.05.12	16:15:00	1.17366	1.17383	1.17346	1.17357	991	0	7
2026.05.12	16:30:00	1.17357	1.17357	1.17312	1.17316	981	0	7
2026.05.12	16:45:00	1.17316	1.17317	1.17275	1.17280	1172	0	7
2026.05.12	17:00:00	1.17281	1.17325	1.17269	1.17305	1090	0	7
2026.05.12	17:15:00	1.17306	1.17329	1.17295	1.17302	1207	0	7
2026.05.12	17:30:00	1.17301	1.17322	1.17296	1.17315	848	0	7
2026.05.12	17:45:00	1.17314	1.17334	1.17296	1.17329	1048	0	7
2026.05.12	18:00:00	1.17330	1.17347	1.17285	1.17317	1182	0	7
2026.05.12	18:15:00	1.17318	1.17368	1.17311	1.17356	991	0	7
2026.05.12	18:30:00	1.17358	1.17387	1.17356	1.17383	1130	0	7
2026.05.12	18:45:00	1.17383	1.17408	1.17363	1.17401	1143	0	7
2026.05.12	19:00:00	1.17401	1.17444	1.17396	1.17435	1082	0	7
2026.05.12	19:15:00	1.17437	1.17442	1.17406	1.17420	818	0	7
2026.05.12	19:30:00	1.17421	1.17466	1.17420	1.17426	769	0	7
2026.05.12	19:45:00	1.17425	1.17433	1.17395	1.17400	1003	0	7
2026.05.12	20:00:00	1.17403	1.17406	1.17382	1.17386	391	0	7
2026.05.12	20:15:00	1.17387	1.17394	1.17384	1.17385	260	0	7
2026.05.12	20:30:00	1.17384	1.17386	1.17373	1.17377	231	0	8
2026.05.12	20:45:00	1.17377	1.17401	1.17374	1.17397	282	0	8
2026.05.12	21:00:00	1.17337	1.17372	1.17334	1.17361	22	0	18
2026.05.12	21:15:00	1.17358	1.17392	1.17347	1.17358	73	0	19
2026.05.12	21:30:00	1.17358	1.17378	1.17346	1.17350	48	0	18
2026.05.12	21:45:00	1.17350	1.17401	1.17344	1.17387	122	0	12
2026.05.12	22:00:00	1.17387	1.17398	1.17335	1.17374	122	0	8
2026.05.12	22:15:00	1.17376	1.17392	1.17376	1.17387	153	0	8
2026.05.12	22:30:00	1.17387	1.17392	1.17384	1.17388	162	0	8
2026.05.12	22:45:00	1.17388	1.17397	1.17387	1.17391	106	0	8
2026.05.12	23:00:00	1.17391	1.17410	1.17384	1.17385	147	0	8
2026.05.12	23:15:00	1.17386	1.17386	1.17369	1.17382	120	0	8
2026.05.12	23:30:00	1.17383	1.17387	1.17365	1.17367	260	0	8
2026.05.12	23:45:00	1.17367	1.17378	1.17342	1.17347	358	0	8
2026.05.13	00:00:00	1.17346	1.17377	1.17326	1.17332	833	0	7
2026.05.13	00:15:00	1.17333	1.17370	1.17330	1.17350	711	0	7
2026.05.13	00:30:00	1.17351	1.17362	1.17332	1.17354	726	0	7
2026.05.13	00:45:00	1.17352	1.17383	1.17326	1.17377	889	0	7
2026.05.13	01:00:00	1.17377	1.17386	1.17337	1.17337	1055	0	7
2026.05.13	01:15:00	1.17337	1.17382	1.17313	1.17369	979	0	7
2026.05.13	01:30:00	1.17368	1.17391	1.17361	1.17377	763	0	7
2026.05.13	01:45:00	1.17377	1.17414	1.17374	1.17384	706	0	7
2026.05.13	02:00:00	1.17385	1.17413	1.17372	1.17375	637	0	7
2026.05.13	02:15:00	1.17374	1.17379	1.17367	1.17377	621	0	7
2026.05.13	02:30:00	1.17378	1.17379	1.17363	1.17364	540	0	7
2026.05.13	02:45:00	1.17364	1.17385	1.17358	1.17367	676	0	7
2026.05.13	03:00:00	1.17367	1.17374	1.17322	1.17341	752	0	7
2026.05.13	03:15:00	1.17342	1.17356	1.17335	1.17352	610	0	7
2026.05.13	03:30:00	1.17352	1.17375	1.17349	1.17357	452	0	7
2026.05.13	03:45:00	1.17356	1.17364	1.17340	1.17342	527	0	7
2026.05.13	04:00:00	1.17343	1.17348	1.17338	1.17341	312	0	7
2026.05.13	04:15:00	1.17341	1.17349	1.17332	1.17334	307	0	7
2026.05.13	04:30:00	1.17333	1.17340	1.17318	1.17332	305	0	7
2026.05.13	04:45:00	1.17332	1.17344	1.17331	1.17342	333	0	7
2026.05.13	05:00:00	1.17342	1.17362	1.17338	1.17347	438	0	7
2026.05.13	05:15:00	1.17347	1.17367	1.17339	1.17362	533	0	7
2026.05.13	05:30:00	1.17361	1.17366	1.17325	1.17332	571	0	7
2026.05.13	05:45:00	1.17332	1.17351	1.17322	1.17337	590	0	7
2026.05.13	06:00:00	1.17338	1.17341	1.17260	1.17266	1084	0	7
2026.05.13	06:15:00	1.17266	1.17286	1.17243	1.17262	927	0	7
2026.05.13	06:30:00	1.17262	1.17262	1.17220	1.17245	877	0	7
2026.05.13	06:45:00	1.17246	1.17247	1.17177	1.17197	1038	0	7
2026.05.13	07:00:00	1.17198	1.17229	1.17170	1.17182	1306	0	7
2026.05.13	07:15:00	1.17183	1.17194	1.17167	1.17169	1033	0	7
2026.05.13	07:30:00	1.17169	1.17173	1.17107	1.17122	1023	0	7
2026.05.13	07:45:00	1.17124	1.17144	1.17067	1.17068	1191	0	7
2026.05.13	08:00:00	1.17067	1.17093	1.17048	1.17079	1133	0	7
2026.05.13	08:15:00	1.17079	1.17114	1.17078	1.17104	960	0	7
2026.05.13	08:30:00	1.17104	1.17112	1.17052	1.17061	886	0	7
2026.05.13	08:45:00	1.17062	1.17063	1.16998	1.17023	1360	0	7
2026.05.13	09:00:00	1.17023	1.17039	1.16995	1.16998	1273	0	7
2026.05.13	09:15:00	1.16996	1.17010	1.16954	1.16955	998	0	7
2026.05.13	09:30:00	1.16955	1.17010	1.16950	1.16994	1220	0	7
2026.05.13	09:45:00	1.16993	1.17064	1.16991	1.17059	1050	0	7
2026.05.13	10:00:00	1.17059	1.17064	1.17016	1.17047	1453	0	7
2026.05.13	10:15:00	1.17047	1.17069	1.17028	1.17049	1492	0	7
2026.05.13	10:30:00	1.17049	1.17096	1.17043	1.17089	1007	0	7
2026.05.13	10:45:00	1.17089	1.17142	1.17079	1.17124	1243	0	7
2026.05.13	11:00:00	1.17125	1.17149	1.17110	1.17138	1204	0	7
2026.05.13	11:15:00	1.17139	1.17149	1.17117	1.17131	1162	0	7
2026.05.13	11:30:00	1.17131	1.17169	1.17125	1.17166	967	0	7
2026.05.13	11:45:00	1.17166	1.17168	1.17111	1.17118	1288	0	7
2026.05.13	12:00:00	1.17118	1.17159	1.17118	1.17121	1065	0	7
2026.05.13	12:15:00	1.17121	1.17121	1.16997	1.16997	1397	0	7
2026.05.13	12:30:00	1.16997	1.17104	1.16966	1.17049	2364	0	7
2026.05.13	12:45:00	1.17051	1.17053	1.16976	1.17015	1620	0	7
2026.05.13	13:00:00	1.17014	1.17053	1.17013	1.17035	1720	0	7
2026.05.13	13:15:00	1.17034	1.17044	1.17006	1.17032	1329	0	7
2026.05.13	13:30:00	1.17030	1.17089	1.17026	1.17087	1942	0	7
2026.05.13	13:45:00	1.17087	1.17120	1.17061	1.17098	2183	0	7
2026.05.13	14:00:00	1.17099	1.17122	1.17064	1.17102	2073	0	7
2026.05.13	14:15:00	1.17103	1.17109	1.17051	1.17101	1260	0	7
2026.05.13	14:30:00	1.17099	1.17113	1.17051	1.17054	1429	0	7
2026.05.13	14:45:00	1.17054	1.17099	1.17026	1.17073	1846	0	7
2026.05.13	15:00:00	1.17073	1.17114	1.17071	1.17084	1693	0	7
2026.05.13	15:15:00	1.17083	1.17129	1.17081	1.17107	1296	0	7
2026.05.13	15:30:00	1.17107	1.17159	1.17087	1.17143	1517	0	7
2026.05.13	15:45:00	1.17143	1.17146	1.17103	1.17106	1219	0	7
2026.05.13	16:00:00	1.17106	1.17128	1.17097	1.17117	1067	0	7
2026.05.13	16:15:00	1.17116	1.17172	1.17092	1.17163	1466	0	7
2026.05.13	16:30:00	1.17162	1.17176	1.17106	1.17108	1145	0	7
2026.05.13	16:45:00	1.17109	1.17127	1.17076	1.17083	829	0	7
2026.05.13	17:00:00	1.17083	1.17104	1.17078	1.17092	866	0	7
2026.05.13	17:15:00	1.17093	1.17105	1.17090	1.17096	579	0	7
2026.05.13	17:30:00	1.17095	1.17097	1.17062	1.17067	707	0	7
2026.05.13	17:45:00	1.17067	1.17078	1.17036	1.17038	795	0	7
2026.05.13	18:00:00	1.17038	1.17072	1.17037	1.17056	947	0	7
2026.05.13	18:15:00	1.17056	1.17074	1.17052	1.17064	945	0	7
2026.05.13	18:30:00	1.17063	1.17089	1.17059	1.17083	928	0	7
2026.05.13	18:45:00	1.17083	1.17102	1.17038	1.17073	1279	0	7
2026.05.13	19:00:00	1.17074	1.17101	1.17072	1.17097	748	0	7
2026.05.13	19:15:00	1.17097	1.17108	1.17086	1.17108	840	0	7
2026.05.13	19:30:00	1.17109	1.17127	1.17097	1.17099	641	0	7
2026.05.13	19:45:00	1.17100	1.17113	1.17084	1.17092	903	0	7
2026.05.13	20:00:00	1.17091	1.17119	1.17086	1.17114	679	0	7
2026.05.13	20:15:00	1.17114	1.17130	1.17111	1.17120	293	0	7
2026.05.13	20:30:00	1.17119	1.17130	1.17108	1.17128	227	0	7
2026.05.13	20:45:00	1.17126	1.17134	1.17125	1.17132	224	0	7
2026.05.13	21:00:00	1.17066	1.17147	1.17064	1.17132	37	0	24
2026.05.13	21:15:00	1.17132	1.17136	1.17129	1.17132	26	0	26
2026.05.13	21:30:00	1.17132	1.17148	1.17126	1.17132	62	0	24
2026.05.13	21:45:00	1.17132	1.17156	1.17120	1.17156	57	0	21
2026.05.13	22:00:00	1.17156	1.17174	1.17156	1.17170	137	0	7
2026.05.13	22:15:00	1.17171	1.17180	1.17166	1.17176	171	0	7
2026.05.13	22:30:00	1.17173	1.17185	1.17173	1.17179	152	0	7
2026.05.13	22:45:00	1.17179	1.17180	1.17166	1.17172	225	0	7
2026.05.13	23:00:00	1.17173	1.17180	1.17165	1.17170	233	0	7
2026.05.13	23:15:00	1.17169	1.17176	1.17164	1.17165	113	0	7
2026.05.13	23:30:00	1.17162	1.17165	1.17151	1.17156	187	0	7
2026.05.13	23:45:00	1.17156	1.17161	1.17150	1.17155	524	0	7
2026.05.14	00:00:00	1.17156	1.17176	1.17139	1.17174	903	0	7
2026.05.14	00:15:00	1.17175	1.17182	1.17149	1.17162	967	0	7
2026.05.14	00:30:00	1.17161	1.17175	1.17152	1.17158	662	0	7
2026.05.14	00:45:00	1.17157	1.17172	1.17150	1.17168	789	0	7
2026.05.14	01:00:00	1.17167	1.17171	1.17140	1.17152	1013	0	7
2026.05.14	01:15:00	1.17152	1.17162	1.17148	1.17157	739	0	7
2026.05.14	01:30:00	1.17157	1.17172	1.17147	1.17166	840	0	7
2026.05.14	01:45:00	1.17166	1.17171	1.17123	1.17135	824	0	7
2026.05.14	02:00:00	1.17135	1.17151	1.17129	1.17130	827	0	7
2026.05.14	02:15:00	1.17130	1.17139	1.17113	1.17137	757	0	7
2026.05.14	02:30:00	1.17138	1.17142	1.17129	1.17136	567	0	7
2026.05.14	02:45:00	1.17136	1.17138	1.17119	1.17121	629	0	7
2026.05.14	03:00:00	1.17121	1.17129	1.17094	1.17114	715	0	7
2026.05.14	03:15:00	1.17113	1.17143	1.17113	1.17141	608	0	7
2026.05.14	03:30:00	1.17141	1.17148	1.17134	1.17138	568	0	7
2026.05.14	03:45:00	1.17138	1.17146	1.17119	1.17121	481	0	7
2026.05.14	04:00:00	1.17121	1.17164	1.17113	1.17145	700	0	7
2026.05.14	04:15:00	1.17144	1.17160	1.17135	1.17150	466	0	7
2026.05.14	04:30:00	1.17150	1.17154	1.17142	1.17148	446	0	7
2026.05.14	04:45:00	1.17150	1.17171	1.17139	1.17142	418	0	7
2026.05.14	05:00:00	1.17143	1.17151	1.17118	1.17120	869	0	7
2026.05.14	05:15:00	1.17120	1.17135	1.17119	1.17130	570	0	7
2026.05.14	05:30:00	1.17130	1.17134	1.17113	1.17125	688	0	7
2026.05.14	05:45:00	1.17125	1.17157	1.17098	1.17100	1043	0	7
2026.05.14	06:00:00	1.17099	1.17123	1.17064	1.17074	1006	0	7
2026.05.14	06:15:00	1.17073	1.17144	1.17068	1.17130	1083	0	7
2026.05.14	06:30:00	1.17131	1.17153	1.17113	1.17145	958	0	7
2026.05.14	06:45:00	1.17145	1.17212	1.17144	1.17179	1614	0	7
2026.05.14	07:00:00	1.17181	1.17182	1.17128	1.17136	1543	0	7
2026.05.14	07:15:00	1.17135	1.17135	1.17088	1.17110	1298	0	7
2026.05.14	07:30:00	1.17110	1.17159	1.17109	1.17134	1194	0	7
2026.05.14	07:45:00	1.17135	1.17155	1.17057	1.17071	1369	0	7
2026.05.14	08:00:00	1.17071	1.17095	1.17045	1.17069	1193	0	7
2026.05.14	08:15:00	1.17073	1.17125	1.17070	1.17119	1222	0	7
2026.05.14	08:30:00	1.17118	1.17135	1.17084	1.17093	1122	0	7
2026.05.14	08:45:00	1.17094	1.17116	1.17089	1.17107	1204	0	7
2026.05.14	09:00:00	1.17109	1.17129	1.17088	1.17117	1047	0	7
2026.05.14	09:15:00	1.17116	1.17123	1.17093	1.17096	891	0	7
2026.05.14	09:30:00	1.17097	1.17103	1.17054	1.17085	1112	0	7
2026.05.14	09:45:00	1.17084	1.17114	1.17067	1.17071	1158	0	7
2026.05.14	10:00:00	1.17069	1.17126	1.17061	1.17089	1314	0	7
2026.05.14	10:15:00	1.17089	1.17100	1.17069	1.17095	1114	0	7
2026.05.14	10:30:00	1.17096	1.17106	1.17044	1.17058	1074	0	7
2026.05.14	10:45:00	1.17060	1.17099	1.17056	1.17084	1163	0	7
2026.05.14	11:00:00	1.17084	1.17087	1.17041	1.17074	1095	0	7
2026.05.14	11:15:00	1.17072	1.17073	1.17039	1.17043	862	0	7
2026.05.14	11:30:00	1.17042	1.17052	1.16994	1.17004	770	0	7
2026.05.14	11:45:00	1.17004	1.17037	1.16992	1.16994	1156	0	7
2026.05.14	12:00:00	1.16993	1.17052	1.16991	1.17051	1439	0	7
2026.05.14	12:15:00	1.17049	1.17052	1.17017	1.17017	1077	0	7
2026.05.14	12:30:00	1.17017	1.17046	1.16959	1.16959	1156	0	7
2026.05.14	12:45:00	1.16960	1.17009	1.16959	1.16969	1171	0	7
2026.05.14	13:00:00	1.16968	1.16985	1.16939	1.16969	1406	0	7
2026.05.14	13:15:00	1.16969	1.16971	1.16918	1.16945	977	0	7
2026.05.14	13:30:00	1.16945	1.16945	1.16853	1.16928	2101	0	7
2026.05.14	13:45:00	1.16924	1.16992	1.16879	1.16893	2375	0	7
2026.05.14	14:00:00	1.16893	1.16962	1.16859	1.16956	2059	0	7
2026.05.14	14:15:00	1.16956	1.16998	1.16924	1.16960	1677	0	7
2026.05.14	14:30:00	1.16959	1.16962	1.16929	1.16951	1549	0	7
2026.05.14	14:45:00	1.16951	1.16964	1.16782	1.16783	2757	0	7
2026.05.14	15:00:00	1.16780	1.16806	1.16728	1.16750	2328	0	7
2026.05.14	15:15:00	1.16749	1.16758	1.16713	1.16750	1653	0	7
2026.05.14	15:30:00	1.16750	1.16784	1.16743	1.16756	1600	0	7
2026.05.14	15:45:00	1.16756	1.16777	1.16747	1.16770	1014	0	7
2026.05.14	16:00:00	1.16771	1.16781	1.16732	1.16777	1343	0	7
2026.05.14	16:15:00	1.16777	1.16809	1.16722	1.16740	1412	0	7
2026.05.14	16:30:00	1.16738	1.16750	1.16705	1.16726	1316	0	7
2026.05.14	16:45:00	1.16726	1.16761	1.16724	1.16760	1298	0	7
2026.05.14	17:00:00	1.16761	1.16798	1.16756	1.16765	1241	0	7
2026.05.14	17:15:00	1.16765	1.16786	1.16755	1.16776	1222	0	7
2026.05.14	17:30:00	1.16775	1.16801	1.16765	1.16796	1073	0	7
2026.05.14	17:45:00	1.16796	1.16804	1.16769	1.16775	896	0	7
2026.05.14	18:00:00	1.16776	1.16778	1.16746	1.16777	1166	0	7
